Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test level),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text Steps),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
EC65 - Verify City - City Field must not be blank,BK02-66,10071,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,07/Dec/22 11:35 AM,24/Dec/22 3:41 PM,03/Jan/23 4:59 PM,24/Dec/22 3:41 PM,,0,EditCustomer,City - City Field must not be blank,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-67,,,BK02-65,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:g,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
MSP94 -Verify Account No must not be blank,BK02-127,10070,Bug,Open,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:35 AM,09/Dec/22 5:39 PM,03/Jan/23 4:59 PM,,,0,NewAccout,h1. Account No must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 11:40 AM;62a15e599b728c006a94a6ee;mini.jpg;https://dolongvu.atlassian.net/secure/attachment/10005/mini.jpg,,,,,,,,,,,,,,,,,,,,,,,,0|hzzzzy:zr,,BK02 Sprint 1,,,,,,,,,Unit,,,,"Step1.Điền số Accout
Step2.Nhấn Submit",,,To Do
LG93 - Verify Password must not be blank,BK02-126,10069,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,07/Dec/22 11:29 AM,13/Dec/22 4:20 PM,03/Jan/23 4:59 PM,09/Dec/22 9:14 PM,,0,NewAccout,h1. Password must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:49 PM;62a15e599b728c006a94a6ee;login.jpg;https://dolongvu.atlassian.net/secure/attachment/10030/login.jpg,,,,,"Not have notification message “Enter your Email address and password correct""",,,,,,,,,,BK02-8,,,,"Not have notification message “Enter your Email address and password correct""",,,,,0|i000s6:,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Password

Step 2: Click Submit and Wait notification",,,Done
LG92 - Verify User-ID must not be blank,BK02-125,10068,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 5:17 PM,13/Dec/22 4:19 PM,03/Jan/23 4:59 PM,09/Dec/22 9:14 PM,,0,NewAccout,h1. User-ID must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:50 PM;62a15e599b728c006a94a6ee;login.jpg;https://dolongvu.atlassian.net/secure/attachment/10031/login.jpg,,,,,"Not have notification message “Enter your Email address and password correct""",,,,,,,,,,BK02-8,,,,"Not have notification message “Enter your Email address and password correct""",,,,,0|i000s5:i,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter User-ID

Step 2: Click Submit and Wait notification",,,Done
CSF36 - Verify Amount Lower Limit - Special character are not allowed,BK02-23,10067,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,06/Dec/22 4:31 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,14/Dec/22 5:26 PM,,0,CustomizedStatementForm,Special character are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 6:19 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221209-111916.png;https://dolongvu.atlassian.net/secure/attachment/10056/image-20221209-111916.png,14/Dec/22 5:25 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221214-102551.png;https://dolongvu.atlassian.net/secure/attachment/10089/image-20221214-102551.png,,,,"Massage notification:""Special characters are not allowed""",,,,,,,,,,BK02-4,,,,"Message show:""Special characters are not allowed""",,,,,0|hzzzzy:zzzsi,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter special characters
2.Wait notification",,,Done
CSF35 - Account No - Special character are not allowed,BK02-24,10066,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,06/Dec/22 4:29 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,09/Dec/22 9:16 PM,,0,CustomizedStatementForm,Special character are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 6:10 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221209-111041.png;https://dolongvu.atlassian.net/secure/attachment/10053/image-20221209-111041.png,,,,,"Massage notification:""Special characters are not allowed""",,,,,,,,,,BK02-4,,,,"Message show:""Special characters are not allowed""",,,,,0|hzzzzy:zzzs9,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter special characters
2.Wait notification",,,Done
FT91 -Verify Description cannot be blank,BK02-124,10065,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:29 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Description cannot be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000s5:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC64 - Verify City - Special character are not allowed,BK02-65,10064,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:29 PM,24/Dec/22 3:40 PM,03/Jan/23 4:59 PM,24/Dec/22 3:40 PM,,0,EditCustomer,City - Special character are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-66,,,BK02-64,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:f,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
CSF34 - Verify Account No - Characters are not allowed,BK02-22,10063,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,06/Dec/22 4:28 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,09/Dec/22 9:15 PM,,0,CustomizedStatementForm,Characters are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massage notification:""Characters are not allowe""",,,,,,,,,,BK02-4,,,,"Message show:""Space characters are not allowed""",,,,,0|hzzzzy:zzzs,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter a space character
2.Wait notification",,,Done
FT90 -Verify Special characters are not allowed,BK02-123,10062,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:28 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000s4:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC63 - Verify Address - Special characters are not allowed,BK02-64,10061,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:27 PM,24/Dec/22 3:40 PM,03/Jan/23 4:59 PM,24/Dec/22 3:40 PM,,0,EditCustomer,Address - First character can not have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-65,,,BK02-60,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:d,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
NA3.1- Verify Customer ID  - First character cannot have space,BK02-56,10060,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,06/Dec/22 4:26 PM,13/Dec/22 4:17 PM,03/Jan/23 4:59 PM,13/Dec/22 4:17 PM,,0,NewAccout,Special characters are not allowed. No special characters in Customer id,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 5:12 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;error.png;https://dolongvu.atlassian.net/secure/attachment/10016/error.png,13/Dec/22 4:16 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-091638.png;https://dolongvu.atlassian.net/secure/attachment/10076/image-20221213-091638.png,,,,notification message “First character cannot have space”,,,,,,,,,,BK02-8,,,,Message must show “First character cannot have space”,,,,,0|hzzzzy:zzd,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: let the first character be a space

Step 2:Wait notification",,,Done
FT89-Verify Characters are not allowed,BK02-122,10059,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:26 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000s3:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC62 - Verify Address - First character can not have space,BK02-60,10058,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:24 PM,24/Dec/22 3:40 PM,03/Jan/23 4:59 PM,24/Dec/22 3:40 PM,,0,EditCustomer,Address - First character can not have space,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-64,,,BK02-62,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000hq:9,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
EC61 - Verify Address - Address Field must not be blank,BK02-62,10057,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:23 PM,24/Dec/22 3:40 PM,03/Jan/23 4:59 PM,24/Dec/22 3:40 PM,,0,EditCustomer,,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-60,,,,,,,,,,,,,,,,,,,BK02-7,,,,,,,,,0|i000ho:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,Done
FT88-Verify Amount Field must not be blank,BK02-121,10056,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:22 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Amount Field must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000s1:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
FT87-Verify Characters are not allowed,BK02-120,10055,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:21 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000rw:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
CSF33 - Verify Account No - Account Number must not be blank,BK02-20,10054,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,06/Dec/22 4:21 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,09/Dec/22 8:47 PM,,0,CustomizedStatementForm,Account Number must not be blank,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 6:09 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221209-110948.png;https://dolongvu.atlassian.net/secure/attachment/10052/image-20221209-110948.png,,,,,"Message notification:""Account Number must not be blank""",,,,,,,,,,BK02-4,,,,"Message show:""Account Number must not be blank""",,,,,0|hzzzzy:zzzri,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Leave the account number blank
2.Wait notification",,,Done
EC60.1 - Verify Customer Id - First character can not have space,BK02-63,10053,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:21 PM,17/Dec/22 5:26 PM,03/Jan/23 4:59 PM,17/Dec/22 5:12 PM,,0,EditCustomer,"Customer Id - Characters are not allowed

First character can not have space",,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,,,,BK02-43,07/Dec/22 1:20 PM;ug:36bf0a42-2a23-42b2-a861-ebc43e1cf48f;Screenshot_20221207_011948.png;https://dolongvu.atlassian.net/secure/attachment/10013/Screenshot_20221207_011948.png,17/Dec/22 5:26 PM;ug:36bf0a42-2a23-42b2-a861-ebc43e1cf48f;v2.png;https://dolongvu.atlassian.net/secure/attachment/10102/v2.png,,,,"The message ""First character can't have space"" does not appear successfully",,,,,,,,,,BK02-7,,,,"The message will appear ""First character can not have space"" successfully",,,,,0|i000hn:i,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Select the ""Customer ID"" and click on Spacebar Key.
Step 2: Click on submit.",,,Done
FT86 -Verify Special characters are not allowed,BK02-119,10052,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:18 PM,13/Dec/22 4:04 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Special characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000ru:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
NA03- Verify Customer ID  - Characters are not allowed,BK02-50,10051,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,06/Dec/22 4:18 PM,13/Dec/22 4:15 PM,03/Jan/23 4:59 PM,13/Dec/22 4:15 PM,,0,NewAccout,Special characters are not allowed. No special characters in Customer id,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 5:12 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;error.png;https://dolongvu.atlassian.net/secure/attachment/10015/error.png,13/Dec/22 4:15 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-091505.png;https://dolongvu.atlassian.net/secure/attachment/10075/image-20221213-091505.png,,,,notification message “Characters are not allowed”,,,,,,,,,,BK02-8,,,,Message must show “Characters are not allowed”,,,,,0|hzzzzy:zzb,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter characters to Customer ID

Step 2: Wait notification",,,Done
NA02 - Verify Customer ID - Special character are not allowed,BK02-48,10050,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,06/Dec/22 4:16 PM,13/Dec/22 4:13 PM,03/Jan/23 4:59 PM,13/Dec/22 4:13 PM,,0,NewAccout,Special characters are not allowed. No special characters in Customer id,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 5:12 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;error.png;https://dolongvu.atlassian.net/secure/attachment/10014/error.png,13/Dec/22 4:12 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-091252.png;https://dolongvu.atlassian.net/secure/attachment/10074/image-20221213-091252.png,,,,notification message “Special character are not allowed”,,,,,,,,,,BK02-8,,,,Message must show “Special character are not allowed”,,,,,0|hzzzzy:zz7,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Special characters to Customer ID

Step 2: Wait notification",,,Done
FT85 -Verify Payees Account Number must not be blank,BK02-118,10049,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:15 PM,13/Dec/22 4:03 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Payees Account Number must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000rt:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC60 - Verify Customer Id - Characters are not allowed,BK02-43,10048,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:15 PM,10/Dec/22 8:10 AM,03/Jan/23 4:59 PM,10/Dec/22 8:10 AM,,0,EditCustomer,Customer Id - Characters are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,BK02-63,,,,07/Dec/22 1:14 PM;ug:36bf0a42-2a23-42b2-a861-ebc43e1cf48f;Screenshot_20221207_011402.png;https://dolongvu.atlassian.net/secure/attachment/10012/Screenshot_20221207_011402.png,,,,,"The message appeared ""Characters are not allowed"" successfully",,,,,,,,,,BK02-7,,,,"The message will appear ""Characters are not allowed"" successfully",,,,,0|i000hn:,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Put the character ""T"" on the ""Customer ID"" input.
Step 2: Click on submit.",,,Done
EC59 - Verify Customer Id - Special character are not allowed,BK02-40,10047,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:13 PM,10/Dec/22 8:09 AM,03/Jan/23 4:59 PM,10/Dec/22 8:09 AM,,0,EditCustomer,Customer Id - Special character are not allowed,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 1:04 PM;ug:36bf0a42-2a23-42b2-a861-ebc43e1cf48f;Screenshot_20221207_010426.png;https://dolongvu.atlassian.net/secure/attachment/10011/Screenshot_20221207_010426.png,,,,,"The message appeared ""Special characters are not allowed"" successfully",,,,,,,,,,BK02-7,,,,"The message will appear ""Special characters are not allowed"" successfully",,,,,0|i000hl:,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Put the special character ""$"" on the ""Customer ID"" input.
Step 2: Click on submit.",,,Done
FT84 -Verify Characters are not allowed,BK02-115,10046,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:11 PM,13/Dec/22 4:03 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000rr:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
FT83 -Verify Special characters are not allowed,BK02-114,10045,Story,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,06/Dec/22 4:10 PM,13/Dec/22 4:03 PM,03/Jan/23 4:59 PM,,,0,FundTransfer,h1. Special characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,BK02-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-2,,,,,,,,,0|i000rm:,,BK02 Sprint 1,,,,,,,,,Unit,,Skip,,,,,In Progress
EC58 - Verify Customer Id - Customer ID is required,BK02-36,10044,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,06/Dec/22 4:09 PM,10/Dec/22 8:09 AM,03/Jan/23 4:59 PM,10/Dec/22 8:09 AM,,0,EditCustomer,Customer Id - Customer ID is required,,Quốc Thành Nguyễn,628f26531e4f4b00681d1ad1,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 1:00 PM;ug:36bf0a42-2a23-42b2-a861-ebc43e1cf48f;Screenshot_20221207_010025.png;https://dolongvu.atlassian.net/secure/attachment/10010/Screenshot_20221207_010025.png,,,,,"The message appeared ""Customer ID is required"" successfully",,,,,,,,,,BK02-7,,,,"The message will appear ""Customer ID is required"" successfully",,,,,0|i000hk:,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Select the ""Customer ID"" input.
Step 2: Click on submit.",,,Done
